v	v.1	v.2	v.3	v.4	v.5	v.6	v.7	v.8	v.9	v.10	v.11	v.12	v.13	v.14	v.15	v.16	v.17	v.18	v.19	v.20	v.21	v.22	v.23	v.24	v.25	v.26	v.27	v.28	v.29	v.30	v.31	v.32	v.33	v.34	v.35	v.36	v.37	v.38	v.39	v.40	v.41	v.42	v.43	v.44	v.45	v.46	v.47	v.48	v.49	v.50	v.51	v.52	v.53	v.54	v.55	v.56	v.57	v.58	v.59	v.60	v.61	v.62	v.63	v.64	v.65	v.66	v.67	v.68	v.69	v.70	v.71	v.72	v.73	v.74	v.75	v.76	v.77	v.78	v.79	v.80	v.81	v.82	v.83	v.84	v.85	v.86	v.87	v.88	v.89	v.90	v.91	v.92	v.93	v.94	v.95	v.96	v.97	v.98	v.99	v.100	v.101	v.102	v.103	v.104	v.105	v.106	v.107	v.108	v.109	v.110	v.111	v.112	v.113	v.114	v.115	v.116	v.117	v.118	v.119	v.120	v.121	v.122	v.123	v.124	v.125	v.126	v.127	v.128	v.129	v.130	v.131	v.132	v.133	v.134	v.135	v.136	v.137	v.138	v.139	v.140	v.141	v.142	v.143	v.144	v.145	v.146	v.147	v.148	v.149	v.150	v.151	v.152	v.153	v.154	v.155	v.156	v.157	v.158	v.159	v.160	v.161	v.162	v.163	v.164	v.165	v.166	v.167	v.168	v.169	v.170	v.171	v.172	v.173	v.174	v.175	v.176	v.177	v.178	v.179	v.180	v.181	v.182	v.183	v.184	v.185	v.186	v.187	v.188	v.189	v.190	v.191	v.192	v.193	v.194	v.195	v.196	v.197	v.198	v.199	v.200	v.201	v.202	v.203	v.204	v.205	v.206	v.207	v.208	v.209	v.210	v.211	v.212	v.213	v.214	v.215	v.216	v.217	v.218	v.219	v.220	v.221	v.222	v.223	v.224	v.225	v.226	v.227	v.228	v.229	v.230	v.231	v.232	v.233	v.234	v.235	v.236	v.237	v.238	v.239	v.240	v.241	v.242	v.243	v.244	v.245	v.246	v.247	v.248	v.249	v.250	v.251	v.252	v.253	v.254	v.255	v.256	v.257	v.258	v.259	v.260	v.261	v.262	v.263	v.264	v.265	v.266	v.267	v.268	v.269	v.270	v.271	v.272	v.273	v.274	v.275	v.276	v.277	v.278	v.279	v.280	v.281	v.282	v.283	v.284	v.285	v.286	v.287	v.288	v.289	v.290	v.291	v.292	v.293	v.294	v.295	v.296	v.297	v.298	v.299	v.300	v.301	v.302	v.303	v.304	v.305	v.306	v.307	v.308	v.309	v.310	v.311	v.312	v.313	v.314	v.315	v.316	v.317	v.318	v.319	v.320	v.321	v.322	v.323	v.324	v.325	v.326	v.327	v.328	v.329	v.330	v.331	v.332	v.333	v.334	v.335	v.336	v.337	v.338	v.339	v.340	v.341	v.342	v.343	v.344	v.345	v.346	v.347	v.348
12468	6849	9442.5	12247	6414	11196	15975.5	21752	11938	12827	16403	9931.5	14121	15594	12563	10144	15135.5	14827.5	14440	10077	11359	11334	19922	10467	13426	17269.5	14341.5	13107.5	8914	10753.5	17111	13865	10016	11456.5	12906.5	12130	12565	10325	9886.5	12724	13610	9701	16341	10624	6942	11182	7391	10681	15548	15774.5	9583	16989	12324	7590	12591	11393	13748	10059	7681	13271	10385	14132.5	13793	9330	13912	13768	7725	15974	13218	12243	17350	11807	10423	10402.5	14535	11054	7625	14229	12378	12427	8582	7425	10839	11810	13177.5	10804	8902	11290	10592	21538	13444	11836	15120	14985.5	18617	14844	11655	11861	13409	15549	11479.5	16003	14490	8245	13603	8067	8374	6713	18742	12394	10360	13604	16885	12089.5	16769	17638	18592	19811	15961	16041	17043	7601	18160	12856	8395	12476	13980	12509	13750	14922	12635	11957	17170	11614	14410	11843	10420	12679.5	12527	10645	14404	6223	10308	16403	15086	14176	24584	13475.5	16289	18529	15390	14027	15906	10256	12347	12585	11021	11972	15104	13045	15683	13367	12863	13276	9936	8662	18231	10991	11708	9624	8572	15855	10050	14914	13939	11515	11562	18963	11586	8086	10763	18762	19220	15168	10791	10234	16920	18154	10717	10511	12386	12126	12065	11386	14733	15184	9095	5992	12419	10507	15572	13941	8828	13849	12126	17895	13475	13781	16479	17236	11221	11443	9376	10175	17770	17128	12969	10322	16896	23582	10824	7276	18158	15940	17596	9858	13151	17756	11466	9821	12661	16983	18035	16448	21239	13660	13255	12334	17615	11783	12786	13436	7875	12082	9899	11088	10547	8729	15288	26251	13841	17601	11052	16539	17722	10660	9811	14800	13405	7464	11545	15125	12803	10723	11051	21005	12460	12142	17022	11953	8631	8616	12609	15941	13318	11273	17523	11473.5	15306	15575	8381	14654.5	10893.5	10277	15136	12402.5	13990	9866	15505	19483	18102.5	14088	13777	14905	11279	9928	7602	12341	10995	8795	16257	8240	8459	14882	12392	14429	11574	6828	13695	8818	6711	13875	17308	8632	18289	13545	8951.5	8040	7582.5	9486	13690	12745	8318	13865.5	16303	12157	13009.5	14962	21278	11356	11199.5	11067	13218	11432.5	14935	12710.5	12480	10323	11168	13569	11376	13936	15291	10918	7688	10728	13592	13486	13194
15924	9076	10968.5	16588	8373	12607	18694.5	21615	14078.5	16006	20397	11996	15693	22279	14082	14918	18918	16875.5	16134	11067	9948	14826	24049	13127	14438	19628	16867.5	17084.5	12847	12712	18181.5	16194	13478	14083	16427.5	14628	16619	13337	11795.5	13859	18220	10481	18853	12449	7566	12536	8386.5	13486	20280	20787.5	9378	18645	14001	8544	12731	15168	16418	10544	11047	16375	13718.5	16294	19770	9403	16007	18204	10162	18017	14500	12762	19438	13990	12296	12868.5	17174	11178	10498	15366	16080	14317	9093	5939	12546	16892	14945	12757	11383	13213	11442	24162	16699	15909	19488	18902.5	19280	17477	13651	13820	15552	18659	14990.5	18464	19686	10176	15863	9928	10818	8012	17959	16762	13115	17144	22307	14044	12935	22311	24031	24483	16387	19682	18307	10171	23974	16729	10605.5	15421	18857	14650	16546	17378	13933	16322	20524	16219	18750	15665	13830	15705.5	15145	12918	16929	7840	13958	16853	17218	17111	29509	15542.5	20707	20513	19583	16350	20071	13531	13345	12754	14708	15569	20393.5	14924	20332	16052	16335	14931	11318	10490	19179	12268	14638	11822	10368	19308	11091	15898	16282	14275	12101	23909	11437	9847	11704	24438	22191	19420	12784	14889	19172	21273	14074.5	12624	15905	13147	14929	15244	18720	20961	12941	8427	13742	12003	20615	18822	12132	17324	14658	21760	14951	15057	18226	21752	16978	15386	11627	14405	22932	19585	19597	15932	20697	26329	13911	8257	15013	21863	21342	11660	14625	21240	14084	11854	14503	19846	23652	22709	24358	16722	15283	15036	21408	13749	16025	14613	9142	15280	11029	14696	12302	11684	15748	30884	16607	20872	13720	16928	23984	14946	10845	18680	15940	7974	14066	20954	14706	11854	14125	23719	16242	15297	18322	14539	10974	9988	13317	21566	16716	14529	19791	15340	17762	17283	10617	17918	13013	11516	19327	14570.5	18153.5	12182	14179	22170	22090.5	20630	16445	19177	15246	14489	9761	14774	13397	9336	20813	10151	10782	18681	16122	14686	14593	7510	16853	10194	8297	15808	21833	11294	21858	17276	9961	10235	9281	10194.5	16938	15412.5	10378	16004	19736.5	14877	14813.5	19228	26436	12712.5	12836.5	13805	16041	12697.5	16981	15943	15446	12854	14667	15943	14220	19738	18792.5	12655	10248	10257	16234	15782	17446
17730	11410	13624.5	18066	10529	13035	24957.5	24951	17500	21325	28583	16090.5	19296	25580	16131	19628	21632	20171.5	20372	14024	12480	19183	31132	16451	18102	21702.5	17884.5	21370	15403	15152.5	19751	21127	16250	19307	20788	18552	18218	18573	15076	18560	11937	12137	22418	15821	12302	14905.5	10042.5	18143	26268	24165.5	14209	23109	17926	9225	15057	18875	20047	13086	10528	17245	15648.5	19511	20793	11221	18950	22233	12196	22060	18122	16134	24763	16960	14181	16871.5	19722	13333	13806	18136	20040	19474	10186	7724	16318	19716	18968.5	16736	15171	16921	14114	26923	17769	20317	21981	25082.5	24156	19020	19031	15376	20282	20830	17818.5	21764	25658	14653	20969	12109	14493	8850	19973	23356	13362	16887	26393	18962.5	16307	25427	28085	28683	18268	25760	22871	11779	31908	24775	12165.5	20240	24368	19884	20170	23472	16853	20914	25993	21615	24258	19886	17841	20079	16119	15496	18650	10029	16513	21359	17022	20289	35939	19641	23916	24396	23705	17972	23063	20529	16762	13431	17029	17871	24255	18276	20637	20505	19003	16822	12737	11622	20893	15259	14762	13500	12465	23122	12284	19761	23516	20288	16437	31683	14401	12315	14752	29585	25184	20993	14499	13229	22753	28323	16445	15472	19271	16550	17945	15028	22316	26431	17717	9968	16755	13841	26859	21673	14773	21539	20173	27945	16023	16402	21431	23612	19017	19811	16541	18977	27840	21943	21302	20532	25304	31134	14923	9883	21482	28278	29326	15698	17611	26780	19233	14642	15937	25176	26589	29265	27472	19511	20642	21844	22678	14981	21557	18692	10682	19322	12506	17359	16282	13699	18844	35897	20818	24596	17059	22128	29576	18207	13351	23534	21303	9712	18448	23475	16393	13155	18303	28453	17519	19893	19767	17251	13490	14307	17762	24914	18567	15873	21628	21741	21747	19969	13679	22042	13902.5	14230	20780	16327	21876.5	12661	21982	27889	28753.5	18557	20004	21302.5	16801	17797	13264	17799	15659	11666	26986	14327	13316	21754	18529	15004	17308	9435	20652	11606	10498	22668	29718	14071	28059	18668	11110	13106	12224	10779.5	24148	18262	12987	21419	23976	19319	18386.5	22666	31081	14728	14704	16140	21631	15605.5	21390	20168	17547	16903	16529	20328	19479	22055	22800	15568	11649	11436	18872	17738	20365
19121	13736	16927	22306	12049	15013	30249	30449	21595.5	24965	26450	17550.5	23509	28085	19268	23642	23969.5	26284	23514	20136	14722	22043	34603	20500	21628	27334.5	21839	23997.5	17362	17561.5	22447.5	25061	20007	21266	27028	23303	21070.5	20935	17670	23699	16536	14924	27441	21695	13698	17726	12559	20315	29611	26443	15851	27882	21378	10866	20974	21150	22919	16233	13837	15404	16708.5	24192.5	22360	13465	19861	24484	13615	25365	21320	19503	30850	21890	17377	19418	23043.5	17217	14249	22304	23218	22940	11125	10383	21501	24814	22912	20082	16332	18740	16119	31884	19597	23792	26825	26965	30475	22678	19612	18560	23617	26079	22937	26577	27552	17550	27113.5	14306	17114	9670	24917	23608	17422	18064	30279	23537	22395	26035	33877	31488	22182	33524	25412	11653	35596	29205	14973.5	23012	25575	22734	23918	32522	22820	24134	29839	24274	25320	20666	20524	23756.5	20059	16449	20991	12166	17827	26553	22439	22933	41614	23590.5	26499	31032	26926	22145	27529	24187	19414	16241	19357	20971	26754.5	20780	20167	23013	20445	21248	13887	12738	24531	19557	15204	16084	14194.5	27928	14858	22957	28311	24213	21591	37925	17091	14188	18998	32663	27238	22497	17020	15855	27864	31802	19315.5	18271	21263	22769	19646	19988	25264	29013	19483	10262	19290	16171	30112	25585	16497	24465	21362	30348	18297	19778	27967	28564	20497	20955	18668	20141	32400	27610	23507	24676	32027	39893	19889	12764	25913	31968	31981	16866	22132	33530	21946	19342	21243	31738	29382	32902	35723	23344	23953	24891	26111	18203	27251	21994	13835	23235	15272	17540	18471	16418	23856	43484	23193	26654	20383	26661	31827	18677	15013	26273	24356	11628	22270	26761	21050	16102	20340	33582	19878	22571	20897	19857	16424	15609	21978	31431	21958	17968	26219	24125	26148	24968	14752	27222.5	16919.5	16826.5	23223	19565	25488	14780	25111	37679	33725.5	22065	23082	24573.5	19078	17694	14586	22507	18735	14326	31023	16467	14461	26956	21443	22563	21002	11204	22638	17315	11981	24827	38060	16887	32732	20330	14507	13289	13224	13575.5	30585	21190	14593	24572.5	28199	22175	22792	26545.5	36790	17551	18243.5	17470	27082	19879	24915	23077	19967	19493	18491	23906	22064	24758	24608	19367	12040	13310	24541	21622	24935
23575	14655	19279.5	27775	14220	17095	35313.5	40325	25803.5	27755	27140	20861	30788	35764	23263	29951	27409.5	32052	29187	23576	19551	26036	43800	24691	28193	31574	27873	29628	20931	18868.5	26571	29249	22195	24309.5	30294	29739	27309	23063	18528	27753	19974	17894	31377	24479	14726	20670	15119	23863	36432	31932.5	17935	30143	22632	13194	24505	23234	26443	17188	18026	19623	20360.5	29947	25936	17348	22403	28885	16448	27528	24472	22560	35110	26810	20887	22109	29484	20678	15859	26840	27646	23690	13755	12537	25069	28128	27366	23081	19935	20705	21490	38225	22568	26588	33505	28185	34771	26700	22517	21064	26396	31451	30782	32020	32322	18895	28926	15793	18875	11151	31207	29386	24471	23486	35338	27513	29410	29781	41144	38061	25043	40688	31188	12333	44405	31541	16172	29096	29372	24045	28612	37079	26730	26775	36612	27073	26941	24048	23188	26470.5	25779	19324	25867	13368	19534	36176	26791	29711	47652	25663.5	30393	38293	31072	26971	35470	26812	21524	19288	18122	28502	31223	23315	26967	26220	24413	26175	17373	14668	31318	25371	15086	18492	18838	32528	16860	24686	32354	26362	26515	42852	21474	15181	21355	35093	33173	25694	20361	20005	33719	36793	23666	21968	22554	28365	23681	22919	30393	33818	20078	12984	21747	19177	37374	30338	17389	28454	27052	29590	23118	22858	29853	36232	24231	23738	20560	23333	40109	31236	29922	27651	38246	44753	24373	17426	32964	35569	38965	21490	29473	39899	27088	23371	27744	34574	38385	37612	40453	27593	27114	27445	31760	24499	33364	22667	16687	26031	17903	19427	21943	18602	26695	47276	28962	33831	22660	32171	39151	23860	18663	29846	26385	12585	25382	32287	25645	19363	21594	40052	24784	27187	22074	22977	17966	17626	26369	34021	26577	22934	33655	27154.5	30316	29105	16912	29202	19111	17591.5	27215	21865	29194	17300	30236	42634	42768	27242	26723	29539.5	24492	20450	16290	23259	23271	16869	39380	17292	15868	35326	23350	24699	22352	12812	26462	21310	14451	31018	45602	19133	34072	22285	18012.5	15591	15118	11253.5	33434	25155	17579	27756	35180.5	23289	26414	30113	48074	21445	22078	21837	27468	22461	27581	28103	20778	22661	22591	26097	25040	30291	30726	23084	14340	16326	29609	26491	30608
30146	16592	21663	31543	16462	19006	38735	50295	30732.5	31514	40305	25115	36872	44123	25516	39183	32441	38228	34241	28055	23889	30683	58464	28801.5	35453	37805.5	32619.5	36499	27303	19783	29997	32366	25942	28560	36108.5	35395	30661	29686	23005.5	31754	26296	18318	37077	28030	18307	22590.5	16287	29241	44749	39177.5	23488	40068	25233	15268	29894	28557	33590	17847	24387	25208	23152	34204.5	34313	19641	25674	35364	20119	37596	29892	26483	39690	30193	23172	26444	35550.5	24137	17773	29322	31723	25571	15050	14434	27319	35089	33979	26583	23427	25212	21738	48944	27404	34263	40697	32873.5	40494	37215	26353	24911	32381	36138	38500.5	35209	37336	22054	33287	16783	22325	14017	42279	35804	25969	33722	41686	32843	31245	36262	56967	46989	27154	48347	43544	14057	53804	40257	19457.5	33294	34284	26630	34264	47267	28246	32874	47865	27836	28675	28622	27586	32022	27876	25276	31559	14777	24961	42561	32287	36821	58646	30702.5	36969	44146	37004	35323	44760	28997	26570	22603	18507	35707	40036	27466	18150	31509	23194	28540	22093	18186	37353	31193	18858	22210	22395	45226	19415	29855	36700	32540	29802	54982	24736	17734	22532	42227	37449	31844	23336	25213	39325	44398	27308.5	26100	25087	35758	28677	28784	35956	38584	26174	15458	24345	20367	46278	35033	23355	26260	33951	37050	27298	22959	35184	42780	30378	29441	24490	30333	48498	32716	38487	32985	46328	50951	28851	19293	42671	45393	53029	25634	34915	43583	34454	27345	32880	39304	43853	45852	50170	38312	31813	30930	36236	31031	36725	26488	18728	35994	22427	23060	24166	22311	28232	59312	37702	45927	26443	37579	47685	30158	19624	35337	31045	13956	28528	41516	31574	20695	26005	47866	28916	32586	28603	24667	22421	21029	30158	44112	33652	27653	38358	33177	35262	31867	20649	33784.5	20224.5	20000.5	36530	24319	33287	20210	37529	48082	47678.5	37499	32429	36007.5	28969	22330	19148	27945	27155	18514	44519	19414	18553	38897	28214	29216	28700	15299	34398	23820	16607	41328	54851	22678	37658	28239	22284	19293	19700	12686.5	41360	31759	22458	31923.5	45939.5	24765	30089	33986.5	51645	25894	25740.5	23738	33027	26339	29124	34950.5	25446	27240	27639	29962	30859	38116	36393.5	25750	17101	19716	36897	28979	37992
32248	19459	25909.5	39013	17423	20832	42719	65457	34515	37226	52169	30610	41438	46830	29180	47676	36772	43938	37535	32859	26884	37801	74582	32817	39949	46749.5	36734	40423	33014	20533.5	35556	34269	30153	33888.5	43668.5	43828	34622	31951	30197.5	36728	30977	19791	43131	32659	23552	24217	19150.5	34969	50701	45219	28151	50260	29502	17264	37610	35222	37351	20271	28715	31433	26049.5	39375	37371	20001	31283	40650	23639	46861	36010	31582	46666	34689	27899	33073.5	39599.5	27481	22869	31860	38739	30828	17254	15426	33972	44129	39499.5	29801	28186	30060	24046	54227	31659	43618	44745	38737.5	38111	38196	31120	30923	40496	48260	45507.5	40389	41186	26454	42410.5	18232	23539	15958	47276	42066	24889	37847	47150	40714	35301	39974	58627	50867	33030	64032	50337	16382	64639	52817	21622.5	33394	42247	31799	38529	61174	32888	39169	59175	32547	35655	32637	32788	38027	31170	30553	34882	16517	28764	50271	36759	43435	69214	35737.5	46406	56349	42375	38002	49952	34225	32704	23083	21928	41434	47461	29661	20219	39041	22855	30665	24712	20395	43562	34754	18510	25087	23763	55363	20030	32249	43702	40073	33358	70191	29114	20692	26826	50287	42572	35276	25914	28139	45718	52612	31617	28129	28674	38913	31565	29759	38101	46726	29840	17136	27675	24719	48086	44145	27866	22020	40537	42081	31289	26077	42635	45774	36255	35487	31195	35295	56549	37376	44319	39918	54205	58271	33193	22719	48489	53231	70346	27104	41754	52930	40190	31364	36839	45777	54193	57765	63186	45713	40349	38835	37795	33880	50033	36286	19913	43160	23599	26866	30838	28322	32456	63364	45892	51183	31831	40050	54199	31723	21471	42387	35733	15228	34602	49876	36275	24135	31725	62761	33339	35539	31857	26567	24859	25422	36103	57799	36266	32900	43125	38428.5	38762	39798	25887	38007	23894.5	24655.5	41095	28000	36450	21939	43448	54646	55995.5	40358	36294	42786	37818	26639	23214	37543	33611	20260	50932	19894	21920	47128	31990	33791	34541	19423	42751	27941	19860	50092	69147	27043	48627	32591	25347.5	23209	22484.5	14913	53263	37333	25625	40237	51581.5	31641	35923.5	37949.5	57505	27867	28981.5	25062	43137	30697	31690	42162.5	30935	31464	33175	35959	36689	42225	44576.5	28034	18658	24135	43874	30605	41454
32431	23472	31032.5	46617	19528	22129	53035.5	80369	39619	44085	56678	38305.5	48462	51827	34742	52426	40326	52888	45566	41615	31276	49221	82367	37721.5	49953	55995	47053.5	48413.5	36310	22589	40196.5	40564	35019	36832	51845.5	56646	41384	37659	34958.5	44158	39166	22544	53381	39966	27411	27415.5	23820	40078	56042	53210	33919	60273	33923	19143	45589	36720	40895	31647	33351	40893	27873	45947	45394	24594	38007	45139	28123	54811	41701	38172	52605	39693	33898	39130.5	47982.5	32875	27865	41902	40812	37475	21190	17913	44606	46955	46518.5	33377	35074	34257	29069	61899	34458	49334	51086	45513.5	42829	43085	35583	37676	47633	62647	51924.5	49267	46579	33063	49765.5	19193	26837	16652	54380	40187	28770	45107	52728	48454.5	39424	44660	63740	56441	41091	77078	60321	17694	81170	61652	25761	39544	48552	39365	44212	68937	41368	41379	71068	38791	40433	35692	37746	40612	38141	31046	42529	19245	30455	64002	39964	56121	82982	44644	48215	66550	49007	45924	62503	40410	41204	24415	28158	50993	53472.5	32199	40647	47012	27842	38141	26050	20815	46713	42647	22120	26528	28963.5	65024	23227	43339	51125	46138	46392	78982	36918	22049	33707	55166	56532	40475	28233	35452	54439	62366	39063.5	31863	32174	43334	34273	34366	42064	50895	30870	17877	32842	29687	54413	54452	34586	30191	46791	44056	38141	30432	52662	53219	37170	37984	37419	38137	62141	47337	48935	42976	63186	70735	39682	26398	54929	53860	79665	30446	50131	63419	44607	37780	46679	56600	69852	66770	72487	55320	49764	46724	40992	42546	63384	45114	23527	48385	27126	29484	36231	34904	40477	76482	55152	58683	36727	48337	58721	35184	26434	46346	40423	16950	39857	59594	42735	27847	35143	73779	39232	36531	34629	29727	26091	29265	44484	66999	41584	40208	52489	42920.5	43013	47725	32268	44704	28124.5	29501.5	45099	33343.5	44540.5	25810	57402	68160	63768.5	43287	41729	50062	42356	27345	25520	45279	42444	23717	67258	25387	23506	58665	38344	37348	43980	24158	53835	35646	21145	60700	80808	27960	57246	37362	29985	27676	27004	17079	61232	44645.5	29731	47485	62872.5	37199	46663.5	45700.5	73788	31287	34470	29333	48122	35728.5	36280	49908	35353	36827	37235	40742	39154	50363	49760.5	36168	19595	29230	54115	35660	45769
35827	26717	35818.5	56258	22729	24710	65479.5	98507	47419	48122	64256	39455	49643	59875	43210	64734	46311.5	66387.5	54534	44749	38386	57904	91284	40094.5	62347	61155	56653	56308.5	43349	23940.5	46204	48486	37922	43138	55875	65288	49570.5	40276	39002	47353	51002	23799	59053	46300	27844	31923	25713	46280	59777	63605	46219	68467	37434	22049	49335	39627	44867	36019	42785	50604	29947.5	54890.5	51586	28390	44124	51273	33064	66660	47935	44287	58299	42123	43443	42928	57139	35469	30199	47600	45624	41687	23945	20829	51754	53872	49429.5	35584	36252	34709	35296	68127	38517	55131	62668	49135.5	54227	50555	37176	42123	51822	67305	63382.5	59868	46001	34507	53345.5	20979	26942	17457	70000	43420	37525	54236	58590	53790	47417	50825	72430	63013	50500	86784	66039	17998	95345	66701	27936	40194	53566	42467	48237	79628	46930	44008	81219	44522	43432	35011	39442	43886.5	46665	33823	48260	23790	30910	82382	49792	66713	88123	51877	53673	70850	54510	57773	74010	50720	46971	26470	30570	58717	62604.5	33540	43196	51667	30806	45135	28722	21936	50425	48620	29402	28997	35257	73897	27252	49209	58097	50164	52094	86332	39428	25610	40975	60012	69458	45394	32096	40762	63755	71070	46316	36721	33916	50534	38704	39417	43366	56251	32086	19841	35334	35347	56677	62607	39443	38891	48330	45960	48451	34427	59349	65204	42470	48642	43999	42414	67857	54844	61329	50718	73934	74401	46813	32467	66019	58231	88613	37230	57302	75679	47884	46069	55105	61659	80504	72494	81114	65493	57003	50562	45737	55379	75130	47669	27673	56181	34089	35777	36794	36207	43808	90749	64371	67944	37988	55687	62104	38806	30654	50769	43136	18333	44227	70117	52358	33892	39556	80520	47151	43542	39289	39503	27684	31712	54488	75306	48218	50424	58937	46621.5	45261	54583	33916	48888.5	34894	32351	47715	35219	52498	34348	60509	76467	77210.5	52347	48420	58180.5	50142	28336	26147	48983	51011	25988	69966	28106	26775	69152	43897	41952	46793	28018	59223	39550	23170	71529	88791	32632	60577	45570	36319.5	29994	30679.5	20453.5	72598	49762.5	34194	53467	73380	39904	52937.5	54925	81824	34419	39818.5	34600	49366	39469.5	44860	58187.5	39421	37372	40071	42150	39075	64258	53951.5	41073	20655	35787	63222	40901	48247
38560	28599	38142	62562	26077	27193	65991.5	111952	51567	57691	71399	43231	52979	69973	45365	75912	54845.5	72954	63413	46199	45398	67911	98953	43166.5	67496	66892	60817.5	65425.5	48380	24384	50652.5	53335	42085	48590	63429.5	71963	54761.5	39942	42756.5	52441	55396	27958	68880	51492	29913	35918.5	27433.5	50567	67922	79268	57066	74515	38884	25569	56370	41780	47714	38973	50038	58180	32777.5	62635.5	57936	30508	48491	60614	39395	73752	54758	45602	57607	49682	44599	48818.5	65750.5	38863	30212	54098	48607	45470	26397	20246	54279	60783	51038.5	37903	37211	38732	40469	78302	44785	57616	66455	49835	56394	57542	41775	47391	55212	77161	72589	63641	48231	35708	57741.5	24039	26429	15842	78125	49881	39076	69217	62435	54164	50826	58791	82036	70195	54261	95676	80239	19915	107238	71755	31558	40075	67150	44583	54328	92180	50319	52062	98909	55958	48394	37920	39619	46338	53168	35744	52078	25808	35165	93310	63297	74032	100926	52664	55234	78833	59907	57839	81047	54461	48786	29156	30888	66106	71607.5	37740	49862	54624	33051	49071	31684	23100	57175	50208	32418	30360	36556.5	84012	30564	54380	58015	56430	55330	93554	43898	27694	43233	66122	72607	50538	36499	50631	68617	79173	54401	41363	34576	58902	41592	45359	47321	67691	36700	23199	35305	39783	68162	73603	47874	46829	59895	49256	50065	38723	64431	72378	49078	58894	51699	48472	80210	58964	70644	60777	80105	79981	54042	34214	74652	65208	98634	43106	61687	83435	53198	45241	61402	63595	91140	77285	88918	76370	58648	53934	56913	62917	82821	48301	28776	68086	38075	39577	35614	36817	48931	105885	70338	77265	44872	60518	68432	45140	33045	54401	42037	19739	47805	82476	43436	39931	39140	88472	53659	45491	41151	44348	29891	35884	58355	89474	53518	56888	62756	49302	48554	59525	33954	52920	37544.5	34332.5	53650	38941.5	56168.5	37877	65146	81763	85189	58488	54282	65204.5	58576	30699	26240	49648	54206	27963	81644	30885	28002	74975	48475	46737	47628	30194	70132	41037	25319	82360	94008	37545	63183	55382	41151	30030	33993.5	15225.5	76510	58293	38896	57151	83406	42063	56451.5	61627.5	86380	35521	43462	37113	53939	39464.5	49864	64070.5	39451	37335	45669	46999	40339	75250	55985	44968	25317	37262	67958	43277	53662
44192	35316	40303	68693	28755	30034	71087.5	128122	56725.5	70074	80643	53115.5	56804	86070	50933	89778	62547	78712.5	70582	48044	51180	75216	111185	50470.5	75267	77779.5	67124	75718.5	54420	27465	53210	55732	47990	57191.5	74223.5	81944	60428	45964	49284	55909	67414	32479	79640	60111	35646	41057	28345	64652	77189	89797	65111	86191	42549	28463	69317	46133	59701	41506	56450	67938	39051	69611.5	65463	33492	52467	67762	43341	80486	64576	51362	60099	53455	49816	58219	72455	42393	34924	59752	55953	49205	27473	22409	62120	67991	53142	41702	46576	43695	44846	89128	51723	63787	73229	55443	65864	64154	49444	55110	67008	89831	80496.5	67949	53844	42178	62518.5	27911	27645	19025	97116	63227	46780	74333	71433	62483.5	55447	74481	93802	81690	60073	106484	86679	22428	113582	84146	35207.5	43220	75869	49314	61711	109961	52779	53032	117690	70365	60729	43740	47103	50941	55099	40036	57135	27638	37651	106222	67889	81011	111061	57425.5	67775	97999	63141	61908	87668	59369	52147	33553	32155	71987	83248.5	44863	57009	59208	39493	50823	37922	26401	69495	55366	36904	33786	40698	96321	32436	56636	59882	61430	59555	104963	45029	31639	45552	79411	78467	54344	39325	61998	76502	92938	61702	43507	39837	61826	44978	56606	53603	81713	39260	26191	39141	41885	83169	82544	55877	57486	68503	55125	52212	42631	77509	81044	60708	65896	58948	59022	85422	66940	79313	78169	92598	91346	61737	39441	82571	75712	115759	48228	74024	94987	59352	50668	66583	70358	95562	87982	94972	86638	65615	59584	65147	72486	96237	50330	31122	76436	41071	45256	39977	41200	50249	119149	83348	84881	52038	63058	79541	53279	34231	61980	45880	22138	54354	95806	47024	40669	44594	104922	60506	33507	51336	48527	35120	41242	63132	105159	59547	64790	73377	59995.5	53678	66157	39674	60171.5	40010	39154	58501	41372	62011.5	39430	71431	93375	91166	60710	60740	74832	67122	33977	29305	52793	61901	30607	93405	34829	33227	78063	51112	50829	55800	34891	79529	46717	29007	88511	105175	41684	68455	61725	44612	36042	39825.5	18663.5	90951	63412.5	45741	62666	97525.5	46859	64370.5	68439.5	94122	38647	52928.5	43045	66420	41561.5	52586	71612.5	41392	43693	55563	51284	42852	89165	59679	49080	29704	41696	71502	47860	60803
