v	v.1	v.2	v.3	v.4	v.5	v.6	v.7	v.8	v.9	v.10	v.11	v.12	v.13	v.14	v.15	v.16	v.17	v.18	v.19	v.20	v.21	v.22	v.23	v.24	v.25	v.26	v.27	v.28	v.29	v.30	v.31	v.32	v.33	v.34	v.35	v.36	v.37	v.38	v.39	v.40	v.41	v.42	v.43	v.44	v.45	v.46	v.47	v.48	v.49	v.50	v.51	v.52	v.53	v.54	v.55	v.56	v.57	v.58	v.59	v.60	v.61	v.62	v.63	v.64	v.65	v.66	v.67	v.68	v.69	v.70	v.71	v.72	v.73	v.74	v.75	v.76	v.77	v.78	v.79	v.80	v.81	v.82	v.83	v.84	v.85	v.86	v.87	v.88	v.89	v.90	v.91	v.92	v.93	v.94	v.95	v.96	v.97	v.98	v.99	v.100	v.101	v.102	v.103	v.104	v.105	v.106	v.107	v.108	v.109	v.110	v.111	v.112	v.113	v.114	v.115	v.116	v.117	v.118	v.119	v.120	v.121	v.122	v.123	v.124	v.125	v.126	v.127	v.128	v.129	v.130	v.131	v.132	v.133	v.134	v.135	v.136	v.137	v.138	v.139	v.140	v.141	v.142	v.143	v.144	v.145	v.146	v.147	v.148	v.149	v.150	v.151	v.152	v.153	v.154	v.155	v.156	v.157	v.158	v.159	v.160	v.161	v.162	v.163	v.164	v.165	v.166	v.167	v.168	v.169	v.170	v.171	v.172	v.173	v.174	v.175	v.176	v.177	v.178	v.179	v.180	v.181	v.182	v.183	v.184	v.185	v.186	v.187	v.188	v.189	v.190	v.191	v.192	v.193	v.194	v.195	v.196	v.197	v.198	v.199	v.200	v.201	v.202	v.203	v.204	v.205	v.206	v.207	v.208	v.209	v.210	v.211	v.212	v.213	v.214	v.215	v.216	v.217	v.218	v.219	v.220	v.221	v.222	v.223	v.224	v.225	v.226	v.227	v.228	v.229	v.230	v.231	v.232	v.233	v.234	v.235	v.236	v.237	v.238	v.239	v.240	v.241	v.242	v.243	v.244	v.245	v.246	v.247	v.248	v.249	v.250	v.251	v.252	v.253	v.254	v.255	v.256	v.257	v.258	v.259	v.260	v.261	v.262	v.263	v.264	v.265	v.266	v.267	v.268	v.269	v.270	v.271	v.272	v.273	v.274	v.275	v.276	v.277	v.278	v.279	v.280	v.281	v.282	v.283	v.284	v.285	v.286	v.287	v.288	v.289	v.290	v.291	v.292	v.293	v.294	v.295	v.296	v.297	v.298	v.299	v.300	v.301	v.302	v.303	v.304	v.305	v.306	v.307	v.308	v.309	v.310	v.311	v.312	v.313	v.314	v.315	v.316	v.317	v.318	v.319	v.320	v.321	v.322	v.323	v.324	v.325	v.326	v.327	v.328	v.329	v.330	v.331	v.332	v.333	v.334	v.335	v.336	v.337	v.338	v.339	v.340	v.341	v.342	v.343	v.344	v.345	v.346	v.347	v.348
8242	7150	10074.5	11674	7111	12344	15318	22008	11626.5	12072	17253	9504.5	13417	15998	12068	11839	17050	15680.5	15685	11439	9970	12657	13054	11321	9834	18088	13820	13862	8568	11848	15654	14764	8169	11575	13886	12291	13169	10941	10866.5	10510	11750	12404	17169	11263	7473	12040	9637.5	13971	13270	15488.5	12890	15966	10476	9522	9853	13479	9833	9483	7887	9232	10772.5	13114.5	18831	8665	12912	12111	6170	12739	13861	11536	15967	13156	9463	11104.5	15039.5	12043	11368	12247	14281	14005	6288	7136	10428	16441	16926.5	9831	12319	8583	11721	20686	12668	13501	16949	13917	14358	15006	12029	14383	6893	12743	12408.5	9174	15445	10640	13480.5	10256	7985	5213	17063	13256	15694	16141	13800	13256.5	18705	17528	19828	17370	16939	17259	15663	10677	16673	19689	6919.5	12404	12221	13590	12693	15518	11965	13467	12548	15106	14724	11637	10520	13075.5	10899	8395	17514	5613	7792	17386	11018	14539	19827	13003.5	16091	15152	14746	14178	18224	13092	13337	13243	14688	10745	15382.5	11861	15689	13461	10096	11176	11808	10903	13428	11163	9081	12368	11377	16296	8905	13154	12994	11679	14182	17299	5072	8316	13793	19285	15569	12321	10946	12503	18151	16770	11777	12132	15188	10913	12784	9951	11749	16163	9301	7577	11343	11520	14249	17528	10637	13305	13331	14702	14082	11512	17397	14903	11003	10107	10094	11087	17078	14621	11368	12891	18725	20794	13647	9089	14365	15832	21519	10455	13079	17309	15665	11469	11737	15148	19239	14674	17553	14493	15720	11496	18377	14814	19145	9641	10714.5	13289	10132	8296	9384	11333	15569	23926	18906	15364	12274	12911	15607	12067	12074	12022	13929	8781	11942	14527	10860	9052	11609	18420	17571	12515	11546	12210	9935	9058	9967	12744	9418	11361	15625	10390	16506	15113	8644	15934.5	9402.5	9447	10882	12960.5	14103	10252	11858	18919	16172.5	13591	15608	13801.5	10768	11399	9628	11682	15583	9346	12682	7658	9871	13627	13936	16145	13772	6324	14377	10866	6580	18636	22358	10321	14107	11330	9547.5	14578	9081.5	8979.5	11470	11832	11258	14619	15687	12904	15218.5	13053	23156	11889	10777	9291	13319	10116.5	12351	12489.5	13092	12155	12840	16165	12924	15214	12941.5	10517	4699	11513	14434	8525	13329
12630	9069	10892.5	14642	9077	14038	18196.5	26874	15283.5	14693	21942	11439	15074	21163	12423	14712	20289	19090	18138	12399	9939	17692	15992	13666	12442	20174.5	15682	18888	11842	13170	17642	17180	11164	14284.5	16615.5	14189	16285	14369	11809	13697	10793	13444	19881	12554	9632	13469.5	10302.5	18146	15314	19501.5	16613	18554	11025	11249	12531	17739	11816	11926	11247	11961	13674.5	15211	22841	9582	16057	15747	8679	14253	15723	13213	18828	15279	11914	14385.5	16254.5	12579	15333	14128	20195	15230	7651	7620	11576	20363	20483	12598	14777	11639	15192	23836	16393	16600	21567	16115.5	20337	14676	14773	14712	7944	15265	15284.5	11091	20022	11970	16099.5	10128	9093	7572	15988	19434	19886	18735	16627	16692	18868	20938	25148	25111	18707	19118	17195	14093	20679	24049	8488.5	13967	15653	15957	15348	18347	12534	17936	15763	19743	17637	15768	13365	14530	12735	11242	19083	7069	11574	21999	15059	19744	25956	14953	20203	17946	18221	14009	22832	16394	16456	13537	17948	15141	22004.5	14572	20019	17047	13317	14119	13525	13758	15580	11419	10993	15575	12720.5	20131	10530	17575	15875	14089	16006	21315	6517	11217	19365	27823	18307	15033	15042	17516	21008	19466	14306	16510	18825	13611	16388	12789	16275	16780	11624	9697	12777	12350	19710	19508	13861	17590	16253	19138	15875	13632	19076	20803	15396	14134	13172	16053	22140	15148	14867	16091	21405	23404	16920	10330	19452	18736	25756	13825	18519	21199	21500	12791	13258	17671	21130	18224	20769	17308	20945	13345	21605	17398	20857	11730	11752	15799	11104	11197	9701	13468	17154	28873	25046	19044	15217	16240	21636	16003	14438	12504	18075	9606	14729	19099	13281	11549	15639	20788	21787	16377	16015	13835	13115	11923	11665	15111	12503	15489	20349	13626.5	20303	17472	11027	19782	10422	10760	14292	14779	19399	12709	15459	26335	19663	19967	16818	17973	13476	15242	12548	12462	17534	10905	16748	9413	12130	16871	14350	19651	14780	6731	19414	12439	9471	22178	25326	12386	18915	14532	9858	13409	11877.5	9832	13313	14088	14134	18965.5	19934.5	14539	17619.5	17042.5	25710	13046.5	13177	11079	18032	11581	15835	17057	17517	13665	14192	19971	13766	18811	17041.5	11533	5991	12349	17496	10237	14935
17100	9094	12869.5	16388	10862	17479	23818	28153	19234	17040	28392	14960.5	18200	24320	14971	20268	23325.5	23577	20634	16836	15368	21073	23419	15906.5	16978	24040	18028.5	21635.5	14842	16294.5	19019	23680	7707	17218	21341.5	19186	18572.5	18758	15221	18910	15688	15642	24454	14710	12554	16711	12559	23391	21589	23077.5	19337	25006	13785	12391	17151	20929	16510	13001	13831	13838	15297.5	19597	25291	12223	18585	22327	10761	18419	19772	15290	26157	16151	13338	15838.5	19456.5	13530	18455	15257	24566	19928	8840	9364	16215	24443	26974	15951	10933	14362	18570	27226	17240	21775	24341	20497	26279	18913	18401	17016	8488	18873	19310.5	12236	26397	14996	21317	11446	12582	8676	21376	24503	23129	20576	22741	22802	21187	23232	28914	29668	24590	23074	21194	14644	26893	29957	11257	15441	19004	19968	17229	24879	15144	22825	20352	22805	23409	20188	14168	19135.5	13977	14707	22257	9395	15742	25790	15716	22175	27934	16395	25688	21528	20605	16247	25999	19501	22098	13074	18200	17726	27738	20484	22643	21276	14666	19518	15003	13982	17090	13781	12143	16394	15211.5	24358	11148	23076	19032	20397	18243	27649	8997	14065	23903	34009	21096	15935	16718	18888	24470	24823	18207.5	19054	22783	16050	20375	17361	19003	22448	14854	10600	15718	13680	24116	23962	18483	20382	23222	24871	19249	15333	22481	24445	20422	17964	15959	20632	26569	17695	19036	19097	27780	26632	19939	11978	20415	23556	32802	15461	20802	24931	27458	13966	15377	22164	27248	24709	24955	20512	29042	17238	24873	21469	24260	16633	12676	20647	14156	14581	10618	18274	18978	33149	29814	21774	17563	20734	31373	19555	18771	15238	24175	12873	19592	24576	15737	13115	21221	26252	25476	17851	19639	15699	16858	14085	13072	20665	16128	17219	23679	18304.5	24195	20938	15452	23248.5	12627	12358	18159	17785	22441	13492	17899	29108	26829.5	18944	19068	18006	18831	16920	16516	15483	21804	13666	19589	13587	15953	19248	17674	21145	15959	7765	26370	14072	12188	27450	31276	15542	25525	17529	12662	15912	15669	11602	17052	17604.5	16942	24853.5	26107	19759	21463	19014.5	30189	16190	14170.5	12914	22531	13869.5	18765	23864.5	21668	16780	16411	27412	17585	23184	21964.5	15229	7712	15534	20275	12179	15785
17735	10517	16037	21271	12238	18165	30331	34746	22652.5	21344	33415	18009	23592	26276	18852	24079	27200.5	29702	23344	20473	18222	23557	27506	20029.5	20950	31928.5	22217	25561.5	17681	18992.5	22106.5	29819	13308	20221.5	26636	23036	22621	22352	17954.5	21807	20009	20654	30871	20345	15216	20342.5	15034.5	24889	27175	26993.5	20796	31755	17358	15294	21358	24757	20965	15547	15739	14844	17531	23756	29143	14528	20416	25472	12098	21682	24663	18152	29587	18648	16432	18615.5	24942	16923	21225	18891	27110	24062	11326	10735	21156	26767	30412	18610	14618	15122	22041	31685	19368	23939	29726	24646.5	33522	20625	21325	22131	10259	22759	22819	16643	29482	18499	25239	13131	15735	9361	24068	27782	28832	21981	26741	28484.5	25259	23795	34115	31472	31347	32494	26829	16861	30299	33121	14053.5	12050	21089	25649	21149	28539	20580	26552	24079	25718	29030	22722	17612	24160	16229	15769	26096	11249	17156	31005	16492	24806	32944	19379.5	28854	28315	23763	18985	31559	24988	26276	16694	19908	19617	30999.5	22050	21327	24656	17541	24067	18227	16089	18988	18655	13119	19319	19181.5	31492	14218	27377	20393	23210	26565	31621	11955	16791	26246	39144	24423	16519	20579	23246	29756	28965	21424	20623	28174	19125	21180	19002	21515	27220	15369	11979	18603	16900	28983	29499	20961	21996	26570	27755	26164	17258	30389	30076	22343	19211	18128	20482	28958	21662	22975	23264	32845	35023	24764	14342	19868	30843	40821	18161	24843	32640	26932	17458	19090	27409	30235	30146	31474	23547	32385	19550	27958	23869	31558	19451	15681	25227	17349	13998	12792	21909	25551	39290	31222	25403	21367	25955	34341	19365	24522	18832	27715	14957	24406	28256	19635	14712	23982	34019	31437	19897	21203	18284	19355	16076	14778	26564	18310	19760	26679	20194.5	31240	25560	18189	28146.5	15369.5	14596.5	18920	22449	26620.5	15580	23345	34744	34530.5	22820	24138	21412	20517	21879	17203	20134	29289	17425	21873	14477	19175	24324	21705	24940	18589	10195	30083	16957	13325	32713	41794	18626	29954	19757	15750	19496	17410	14248	22283	20810	19937	29147	28060	23954	25610	21337	38992	19461	17224	15764	25556	16879.5	26206	26345.5	25976	18275	18864	32596	22019	25733	29054	19227	8152	18829	26792	14418	17387
23514	12970	19613	25244	14909	20450	35027.5	48572	27768	25599	37265	22730.5	26642	31274	22932	28345	36390.5	36166.5	31753	25404	21911	29501	32263	23386.5	26597	36912.5	28967	30543.5	24090	20791.5	26233.5	34506	16260	25154	31394.5	28977	28621	25404	19705	26801	21554	25477	37463	23518	16861	24721	17716.5	27721	30220	33032.5	29301	35431	21042	19293	22767	31793	24974	19134	18667	19018	22012	28558.5	34388	15463	26264	28713	14144	29630	29054	20332	36765	23445	20505	21736	32067	20750	22582	25723	31738	28154	13624	13992	23599	32770	36683.5	19605	21474	19819	24905	39342	25867	27896	36105	29777.5	39722	24470	23894	26143	13727	28682	30801.5	19487	33409	22063	31226	17543	17654	11849	31348	35356	36618	27001	30788	34378.5	27687	29106	43253	36030	36047	39710	31993	20837	36125	39428	16562.5	12692	25799	28931	26026	31999	24958	31462	29225	33089	31389	26878	22244	27314.5	20197	19084	34409	13865	21367	41481	19691	31794	40094	25063	31695	33383	29555	23896	43361	30718	28312	20497	23516	26448	37993	25091	25929	29972	20606	26275	21364	18749	19519	21938	20543	24915	23783.5	40133	17315	34219	22414	26947	29493	39792	13505	20461	31720	47250	33632	20162	24311	31033	39011	36766	26292	25010	33546	24062	24934	21343	26720	33672	17724	14854	20471	19805	36738	37620	24702	26214	30041	28104	30626	20688	34113	39514	27943	22642	23763	25694	32577	25265	28930	30726	34222	39877	30171	18393	8496	32273	46346	23581	32691	40404	32555	23021	26000	33777	36373	34183	35828	30288	39912	25243	34119	30410	38747	22748	17950	30200	21129	16602	15145	25897	27538	47017	38565	33839	24917	33486	40413	22786	26722	23309	31166	16453	27216	30725	24592	17042	27502	40151	39649	23975	23795	22416	22917	19203	19275	30501	20328	26123	34884	25085	36429	30312	21526	32131.5	19909	16110.5	24009	27348	31541.5	19410	29109	40541	41108	29346	27947	27048.5	26048	26278	21284	21969	32910	18301	29568	15503	21992	31868	24656	31588	21613	13952	36235	20973	16302	37932	51111	23334	34226	22379	19923.5	25345	19877	17103.5	23628	26863	24539	33728	36333.5	26422	30766	27260.5	48767	21981	21663	18593	28877	20488.5	27345	31566.5	27880	20006	24546	35249	25487	31656	32939.5	23806	8179	22872	30643	18453	21537
30841	16632	21959	30502	18308	24644	41822.5	56897	34553	34479	48076	27724.5	33237	33442	27634	36031	43565	44094	36292	31456	28354	37806	41611	29137.5	32149	42921.5	34329.5	37626	28799	23574	30964	39290	20043	31193.5	36184.5	34542	32322	32629	24238	32390	28327	27824	44994	27669	20909	29683	20875.5	40003	39823	40575	38041	44627	22358	23014	31658	38947	29624	21146	25642	24943	26340.5	34601.5	42082	18024	33161	35390	18246	35820	36084	24807	40142	28480	23666	28918	38676	24646	26550	31528	40910	32867	19869	15330	27363	41217	42296.5	21487	29051	25058	29656	47093	31998	33362	49242	34007	50537	33286	30779	32796	16972	32902	36965.5	23419	39565	26332	36615.5	19301	21987	15055	38917	40744	40249	32172	35506	43774.5	32095	34766	47362	44086	44799	45993	39006	25216	49320	53878	21030.5	20074	32756	35131	29523	46688	27090	37813	42732	44098	39496	32994	28944	33404	23187	23701	41009	15066	27894	49868	24442	38278	48829	30540.5	37858	40420	43188	31273	50446	37290	34960	24228	11816	32384	46536.5	29142	32876	36179	26905	34592	27110	22445	22314	25305	24282	30245	26912.5	50695	22790	41677	29674	31369	34864	54980	17905	25374	42444	55898	38575	24621	31678	35864	46032	46425	31957.5	32342	39033	29938	32974	27744	28343	42613	21227	18417	27249	21837	42330	47483	30333	30643	35714	35397	35169	24024	40523	45621	33419	30247	29134	33152	39235	30213	35833	39670	40545	45106	35146	21630	27519	38011	61310	29159	33932	50988	40742	25871	32616	39469	41886	42083	45492	42572	48925	31077	41744	39820	44598	29966	21097	39474	24662	21236	18787	33168	36878	54627	55401	44360	30872	37848	53008	29916	28571	26212	38007	18760	33760	36294	26264	20648	34210	45920	53007	30432	33965	23926	27646	24403	25615	37726	25245	32438	45888	32688	42672	34222	24752	39226.5	22343.5	19793	32426	31115.5	39250.5	25393	31170	52148	50981.5	39440	34649	33850.5	32658	32352	26724	25603	38450	20043	35878	16079	27678	36475	29053	33750	26000	16337	50571	23930	21329	53375	62361	28281	43456	29831	24047.5	31430	24959.5	20308.5	27370	34251.5	31058	42950.5	48077.5	30519	39460	35661.5	57827	25077	24697.5	22615	37637	26017.5	34274	40410	38130	23914	27835	40387	26609	41388	41074.5	28941	8829	26008	34200	23142	28368
37134	18312	25915	35420	20973	31741	53269	71934	39826.5	41019	62517	33533.5	41810	39773	30628	44234	48883.5	57418.5	40566	36572	37206	42015	56810	34115	37362	54075	43811	46123.5	36115	27305	40302.5	49410	24994	36280	43208	47651	38709	41272	32603.5	38798	35734	33207	53550	31137	23848	23731.5	25315.5	40852	48374	48161	43204	56899	26331	24639	41902	43824	40240	23434	30361	31484	28415	44032	39521	19603	36632	43329	24042	53562	49832	29682	46512	37435	27417	35627.5	46861.5	31823	29308	35079	47507	42247	21028	8995	34244	46946	44426.5	25173	34472	30757	36180	59245	35851	41318	56044	38664.5	59495	38808	37122	43040	19346	41260	43358	28204	45170	33769	44088	21263	28098	17109	50543	51314	47839	34761	44330	48916	37640	38113	57761	49607	57897	55810	47125	27030	62585	70234	24256.5	27956	38019	46989	33752	60403	31528	48459	53210	51845	52996	36931	37694	40699.5	26777	28128	52070	18502	31281	60432	32683	46233	55628	36592	44924	53449	53530	35939	58618	50550	42545	30343	16172	37439	56669	33488	36259	46920	31284	41783	28959	24988	23680	30539	25877	34902	34286	63536	22767	46658	35187	37517	41637	66608	24408	32000	54241	65260	46094	26663	40030	40083	56070	59706	37493	37238	42861	36133	37486	31281	32743	49813	25073	20077	32790	26855	48926	57023	32598	33050	44584	42152	44367	27485	52819	53962	38916	31270	34973	35153	42993	39461	44217	45337	47853	57680	38322	25693	32607	44480	75544	33201	40532	64592	48821	29519	39085	46797	54048	55652	57916	48063	59428	40789	53299	43621	60158	37789	22397	46374	30294	25315	22544	39670	48228	72275	57964	49544	33825	41468	58129	31794	33922	30358	45871	22488	40027	47825	27896	22419	39577	60886	65876	33238	39495	28735	31397	28033	30813	43650	32614	38071	45938	38957.5	49357	40743	32066	46719	28703	25749.5	40618	35120.5	45514	28932	38410	63162	59703.5	39199	40243	39937.5	42104	39409	30499	32852	52517	23937	45796	19474	30790	47629	34727	42510	34267	19090	57205	30242	22285	63666	76245	32580	51281	32876	29208	36862	29849.5	21431	36039	43592.5	38517	52129	55701	36226	50130	31808.5	69814	28404.5	26805.5	26879	46552	34553	43420	46226	43837	27689	31972	51757	30824	48336	48379.5	37450	10444	32900	40338	25814	29003
42896	22779	31179.5	44977	24486	38516	52200	89376	46435.5	47696	72855	41417	45149	49116	35497	54892	60457	75360	53536	43646	44938	56724	67057	38368	50119	63089.5	55239.5	57601.5	44587	31371	52841.5	67579	28857	45193	51934	56758	47943.5	46351	38297.5	45984	48161	39018	65932	38778	25639	24290.5	32816.5	50460	58518	64647.5	57087	75547	32509	31938	46732	52381	46672	28990	38695	39794	30250	51384	38080	23572	45875	51160	28309	58834	59968	40716	52269	43422	32173	41732.5	58029.5	38604	32036	39320	50979	55767	25285	11745	43261	54642	57576.5	30230	40659	34564	47917	71775	41813	47767	70431	45025	72690	44615	40095	51304	24828	55426	56224	35321	50013	39435	55503	25607	33431	20045	47646	60364	63681	42618	53092	60213.5	46862	42704	71500	56141	63557	72287	59881	31894	78674	86415	27734	31679	45055	57206	40903	64272	36300	57973	61415	61187	56023	38820	42432	47794	36280	32881	68383	23101	31088	80517	35836	53306	72145	46294.5	51659	67431	62481	43273	73257	60322	47740	42824	20559	46975	64628.5	38190	46834	55688	36951	46844	34956	27602	25923	34730	28951	42195	39937	77384	27858	57311	38988	46084	47832	77109	27719	36478	62452	78942	59242	30965	47640	49946	74208	74310	45508.5	45602	51948	44076	41590	36720	38000	58766	27731	23733	36674	35064	64488	67749	38561	33128	51804	47665	54862	33599	61736	68707	44004	40287	40536	42524	47160	47944	53876	54752	58275	74201	47961	30468	40153	55109	94844	40065	52540	77022	61720	39675	47126	56952	71176	63931	73947	60539	69061	50730	60911	54218	78722	42376	25963.5	56695	40638	27017	27440	43098	51521	86730	72099	63479	40587	52593	57165	36294	41371	37265	53049	26535	45714	62016	35093	23941	43914	74558	84227	40453	43359	38991	36156	34804	36929	50645	38369	49711	57228	46530	61141	50170	37427	52512	35179	30012.5	43890	41413	50317.5	39103	51936	82165	68083	44156	47782	53769	51244	40246	34373	40854	64651	30393	61065	23105	36175	58853	45150	50431	47241	24402	71169	35342	28045	78560	95983	41346	57622	38939	37147	45123	34249.5	26083.5	43122	54425.5	46804	61859.5	70357.5	42818	62851	40898.5	96805	36401.5	34980	32367	53571	42467	53743	57615.5	46595	28968	38919	66628	38054	62617	54021.5	43283	13485	40039	50754	31050	34959
46303	27253	38981	53650	32405	41427	57981	105166	50531	56733	85050	49841.5	48346	59994	40450	67836	72747.5	86909.5	64225	49473	53598	78365	77048	44136.5	58399	73521	62689.5	64330.5	53913	37465.5	61075.5	74173	30180	56268	59117	60341	52566	56912	40973.5	51585	60989	42826	76745	44978	28318	31035	34983	59242	66024	81268.5	73853	82092	37181	44042	53967	64775	52721	36456	47212	46795	33117	58023	45443	25357	53757	59997	36655	78174	73502	47267	60041	47922	44809	49873	69672	38710	36180	52069	61072	58928	30795	14385	49506	64381	69158	32670	48008	39486	55969	85505	51446	54645	83919	47857.5	64298	52978	50324	58959	27148	56009	66520.5	50327	55048	43978	62523	30082	38113	21976	45329	77397	75120	55326	55913	67517	52096	57437	86443	74458	71288	84770	79165	41424	95051	97758	31002.5	34548	54222	63806	51165	77847	40437	61150	75312	77613	68062	48932	45576	54134	42914	39089	72960	25251	32078	97664	36788	64176	82135	50912.5	61863	83673	78076	56602	84066	65200	51775	46935	23895	59941	75818	43145	56089	60716	43871	51197	42454	32290	36459	40446	34989	48633	45206.5	96987	32360	67606	46194	54772	35875	91913	31963	41064	66692	88092	68567	36234	54280	61238	90043	81445	55710	53572	53633	54525	48107	41609	20164	72242	33971	27051	38734	41049	74623	86230	50678	32414	62060	54181	59451	41790	70301	83791	53986	50854	52229	53129	61278	53644	61272	71986	73779	75970	62326	37328	50292	61942	111788	49773	63070	92761	78814	44907	57029	64819	80531	66483	84398	74992	79372	54736	68428	73424	90513	51187	23749	76845	45149	35705	31910	49219	55468	98609	92445	76975	47186	57971	74826	41681	43999	41049	59496	28468	50167	82665	41341	27105	50101	90784	94315	46672	47794	47837	41637	43666	43858	63583	45442	65108	67133	55235	64466	59983	44136	62484	39065.5	34054.5	48235	43706.5	52393	47237	54672	94141	64458	53819	57185	63884	63143	42500	38266	43075	78992	32042	73866	27564	42706	69534	52847	55660	56470	28246	86153	41851	34222	92957	110737	53067	68071	46487	45364	55423	41262.5	29832.5	53537	67163	57494	78570.5	87861.5	55187	73802	49960.5	100296	41398.5	46339.5	40265	63489	49640.5	62906	69503.5	49284	32165	47137	60197	46272	79364	62426	48619	15088	45601	60275	37895	43375
54172	32219	44302.5	63240	39743	41977	70933	119599	58164	70727	96411	56320.5	58195	68144	42098	79668	84757.5	97942	72808	58311	60710	84683	91498	48582	64346	86357	69610	72735.5	62611	38325	65948	83519	38385	67368.5	69704	68959	60285	69286	46849	57857	71598	40379	85703	50145	33570	31638	40348	71083	76363	89570.5	82812	95856	36532	46209	70645	74606	59688	38677	57243	48357	37433	67857.5	56321	28353	57754	70752	41426	94120	89207	51081	66159	49155	47991	51334.5	78111.5	42759	40270	58697	72964	62705	34715	15338	56515	69884	76367	35124	51323	40645	65275	102444	55840	65238	93201	49343	71448	62222	57885	70264	27846	71225	76559.5	53601	61406	48959	69101	34510	44325	23875	57935	87637	83364	68309	62856	77590	53682	68291	98492	82745	79803	99293	88333	42006	106006	118947	36134	40791	63679	67109	55853	100851	43042	68719	91071	95880	81954	58221	54432	62326.5	45636	44054	81852	27021	33570	113548	41506	74689	94971	55263	72136	97015	91279	56134	90283	72383	57289	49061	29525	70311	88752.5	50433	61887	72287	50577	58312	49196	38591	45501	42747	40244	59647	51477.5	119051	37988	83317	55054	68827	50330	117093	36860	45964	49007	97246	71738	42595	65165	71702	103491	91327	63606	60368	60162	62018	57188	47141	27026	85584	38855	32897	42261	48004	85031	103840	60287	37429	73351	56019	70412	46987	78200	95679	61841	57180	60770	62791	77290	63021	72203	76706	81678	80184	66985	45995	58357	65838	124133	58525	71231	99834	93516	47218	67181	79211	91454	74941	99992	85666	91113	65324	67597	78759	101776	57939	26168	87252	47756	42393	31588	61502	51318	115608	102305	85771	53600	69867	84368	45578	46800	46559	73100	29351	52114	104244	46294	30840	57212	104027	108258	51833	49793	51985	51264	46927	51421	77016	51251	75994	79362	65557.5	74839	65008	51713	69541	44846	40986	53678	48029	58984	51179	58833	105844	65049	63651	64575	68226	71938	46304	48732	49677	93274	34541	82620	32630	47846	82379	57315	60145	56566	34012	103754	42807	40326	114259	132761	60979	79643	53671	52244	59105	48335.5	31975.5	57832	76606	66463	86821.5	97001.5	59626	88279.5	60776	105005	43197	51155	45128	74223	55422	67927	84291.5	49680	40470	53433	70347	53231	91368	69441	57982	16997	48664	69672	42008	56836
66487	38755	47275	77559	43794	48448	90640	151187	68762.5	81383	118215	68362	70695	79144	45820	90508	100653.5	111485	79663	69651	71091	95640	124404	55781	79930	102224.5	86817.5	91257	70562	43095.5	79746.5	100912	43007	78049.5	83896.5	81200	69523.5	83846	58759	70949	83305	42363	101785	57344	41045	37782	49034.5	81551	90486	92888	95015	116104	41523	52958	82600	76576	67079	47370	66804	53309	32070	80030	77132	33077	64478	87386	50619	116399	104583	57126	79761	56224	54093	59899.5	87558.5	56545	48612	66250	81317	69306	41470	17564	69785	83577	88107.5	46607	62254	47632	82689	119419	66704	69719	122658	58203	90030	68805	69169	84090	32324	83462	88100.5	64159	70728	58130	80167	35579	50339	25809	73172	105091	95730	79572	72980	91293.5	61688	80808	114589	96368	88122	112230	115309	44865	126211	141820	40985.5	45750	72342	84033	57656	117578	46451	78953	102024	109248	96030	75020	69291	76330.5	52256	51666	95860	32453	40665	140374	46329	83274	108687	62752	93742	115246	108410	67180	102238	85984	68741	58024	37336	79607	111055	59570	64554	81639	61696	69608	60434	42400	55021	41731	47114	64207	65581	141036	47388	104112	80451	79826	56385	133561	43184	52341	59603	116282	82731	52834	72275	80282	128398	127606	74390.5	73204	76465	38400	61048	59214	39308	105824	44624	39252	44726	52394	97899	120467	67907	47547	82227	66103	81843	50103	99438	113011	72318	62389	73516	71898	93389	79652	83569	88138	92120	100592	79894	46887	65350	73543	147655	66439	85535	117867	104835	53640	72426	92360	106864	94432	126371	95548	104147	79523	87334	82668	119248	69395	33304	98941	59193	48343	36815	74049	62603	136765	117662	98376	63496	86290	111757	52569	58032	52975	88945	34729	59684	119691	56863	34607	66267	126258	133447	55648	56621	60287	60771	52321	56369	91870	56190	89004	91505	82559	78631	80528	59015	82451.5	54451	47440.5	64790	53610.5	70081	52419	69898	123988	71327.5	71002	74371	74606.5	85856	52919	54125	61929	117946	40736	97388	38178	57826	98260	61283	74006	61427	39915	122472	41579	47345	134207	158048	67506	102156	63812	59483	70356	54797	36457.5	66645	91820.5	78634	106647.5	114945	74943	104817.5	72221	122257	48434	56609.5	53543	92105	67194	72371	103907	58551	42252	45899	86344	48565	103216	86880	63876	19698	57652	86464	47093	69139
